,tailnum,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,PlaneYear
3073,N732SW,Corporation,BOEING,08/11/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3074,N732US,Corporation,AIRBUS INDUSTRIE,04/12/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3075,N733KR,Corporation,EMBRAER,01/12/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3076,N733SA,Corporation,BOEING,08/13/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3077,N733UW,Corporation,AIRBUS INDUSTRIE,04/11/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3078,N73406,Corporation,BOEING,09/11/2001,737-924,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3079,N734EK,Corporation,EMBRAER,01/22/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3080,N734SA,Corporation,BOEING,08/17/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3081,N735CA,Foreign Corporation,BOMBARDIER INC,06/20/2008,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3082,N735SA,Corporation,BOEING,09/20/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3083,N735TS,Corporation,EMBRAER,02/22/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3084,N736DT,Corporation,EMBRAER,02/22/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3085,N736SA,Corporation,BOEING,09/24/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3086,N737JW,Corporation,BOEING,09/27/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3087,N737MW,Corporation,EMBRAER,03/16/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3088,N737US,Corporation,AIRBUS INDUSTRIE,08/10/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3089,N738AL,Corporation,BOEING,07/07/2008,737-73A,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3090,N738CB,Corporation,BOEING,09/29/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3091,N738EV,Corporation,BOMBARDIER INC,06/10/2004,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3092,N738NR,Corporation,EMBRAER,03/22/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3093,N738SK,Corporation,BOMBARDIER INC,09/28/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3094,N738US,Corporation,AIRBUS INDUSTRIE,08/10/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3095,N739AE,Corporation,EMBRAER,03/22/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3096,N739AL,Corporation,BOEING,07/03/2008,737-73A,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3097,N739CA,Corporation,BOMBARDIER INC,10/18/2007,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3098,N739GB,Corporation,BOEING,01/26/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3099,N74007,Corporation,BOEING,02/18/1999,777-224,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3100,N740AL,Corporation,BOEING,03/23/2001,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3101,N740EV,Corporation,BOMBARDIER INC,07/14/2004,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3102,N740SK,Corporation,BOMBARDIER INC,03/04/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3103,N740SW,Corporation,BOEING,01/27/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3104,N740UW,Corporation,AIRBUS INDUSTRIE,08/10/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3105,N741AL,Corporation,BOEING,03/30/2001,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3106,N741EV,Corporation,BOMBARDIER INC,08/16/2004,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3107,N741SA,Corporation,BOEING,01/27/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3108,N741UW,Corporation,AIRBUS INDUSTRIE,08/11/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3109,N742AL,Corporation,BOEING,05/25/2001,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3110,N742PS,Corporation,AIRBUS INDUSTRIE,08/14/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3111,N742SK,Corporation,BOMBARDIER INC,03/04/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3112,N742SW,Corporation,BOEING,02/10/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3113,N743SK,Corporation,BOMBARDIER INC,03/16/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3114,N743SW,Corporation,BOEING,02/16/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3115,N744EV,Corporation,BOMBARDIER INC,07/23/2004,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3116,N744P,Corporation,AIRBUS INDUSTRIE,08/11/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3117,N744SK,Corporation,BOMBARDIER INC,09/28/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3118,N744SW,Corporation,BOEING,04/27/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3119,N745SK,Corporation,BOMBARDIER INC,09/28/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3120,N745SW,Corporation,BOEING,05/01/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3121,N745VJ,Corporation,AIRBUS INDUSTRIE,08/23/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3122,N746AL,Corporation,BOEING,12/12/2006,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3123,N746SK,Corporation,BOMBARDIER INC,09/30/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3124,N746SW,Corporation,BOEING,07/31/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3125,N746UW,Corporation,AIRBUS INDUSTRIE,09/05/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3126,N747SA,Corporation,BOEING,07/27/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3127,N747UW,Corporation,AIRBUS INDUSTRIE,09/05/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3128,N74856,Corporation,BOEING,01/27/2004,757-324,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2004
3129,N748AL,Corporation,BOEING,11/19/2007,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3130,N748EV,Corporation,BOMBARDIER INC,07/30/2004,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3131,N748SK,Corporation,BOMBARDIER INC,09/30/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3132,N748SW,Corporation,BOEING,09/01/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3133,N748UW,Corporation,AIRBUS INDUSTRIE,09/22/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3134,N749SW,Corporation,BOEING,09/03/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3135,N749US,Corporation,AIRBUS INDUSTRIE,09/22/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3136,N750AT,Corporation,BOEING,10/29/1996,757-212,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1984
3137,N750EV,Corporation,BOMBARDIER INC,09/02/2004,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3138,N750NW,Corporation,DOUGLAS,05/03/1996,DC-9-41,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1967
3139,N750SA,Corporation,BOEING,10/25/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3140,N750SK,Corporation,BOMBARDIER INC,09/28/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3141,N750UW,Corporation,AIRBUS INDUSTRIE,09/27/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3142,N751AL,Corporation,BOEING,06/03/2004,737-7Q8,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3143,N751AT,Corporation,BOEING,01/09/1997,757-212,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1984
3144,N751EV,Corporation,BOMBARDIER INC,09/16/2004,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3145,N751NW,Corporation,MCDONNELL DOUGLAS,06/27/1996,DC-9-41,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
3146,N751SK,Corporation,BOMBARDIER INC,09/28/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3147,N751SW,Corporation,BOEING,10/20/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3148,N751UW,Corporation,AIRBUS INDUSTRIE,09/22/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3149,N752AT,Corporation,BOEING,11/04/1996,757-212,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1984
3150,N752NW,Corporation,DOUGLAS,07/01/1996,DC-9-41,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
3151,N752SK,Corporation,BOMBARDIER INC,09/30/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3152,N752SW,Corporation,BOEING,11/17/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3153,N752US,Corporation,AIRBUS INDUSTRIE,09/26/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3154,N753EV,Corporation,BOMBARDIER INC,10/01/2004,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3155,N753NW,Corporation,DOUGLAS,05/03/1996,DC-9-41,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
3156,N753SK,Corporation,BOMBARDIER INC,09/27/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3157,N753SW,Corporation,BOEING,12/03/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3158,N753US,Corporation,AIRBUS INDUSTRIE,10/16/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3159,N75410,Corporation,BOEING,12/06/2001,737-924,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3160,N754AS,Corporation,BOEING,12/22/1995,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
3161,N754EV,Corporation,BOMBARDIER INC,11/23/2004,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3162,N754NW,Corporation,MCDONNELL DOUGLAS,05/07/1996,DC-9-41,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
3163,N754SK,Corporation,BOMBARDIER INC,09/30/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3164,N754SW,Corporation,BOEING,12/15/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3165,N754UW,Corporation,AIRBUS INDUSTRIE,10/16/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3166,N755AS,Corporation,BOEING,12/22/1995,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
3167,N755NW,Corporation,MCDONNELL DOUGLAS,06/28/1996,DC-9-41,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
3168,N755SA,Corporation,BOEING,12/18/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3169,N755SK,Corporation,BOMBARDIER INC,09/30/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3170,N755US,Corporation,AIRBUS INDUSTRIE,11/16/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3171,N756AS,Corporation,BOEING,04/01/1996,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
3172,N756NW,Corporation,DOUGLAS,06/28/1996,DC-9-41,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
3173,N756SA,Corporation,BOEING,01/06/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3174,N756SK,Corporation,BOMBARDIER INC,09/28/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3175,N756US,Corporation,AIRBUS INDUSTRIE,11/14/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3176,N757AT,Corporation,BOEING,11/06/1996,757-212,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1984
3177,N757LV,Corporation,BOEING,12/01/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3178,N757UW,Corporation,AIRBUS INDUSTRIE,11/29/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3179,N75851,Corporation,BOEING,12/21/2001,757-324,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3180,N75853,Corporation,BOEING,02/05/2002,757-324,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
3181,N75854,Corporation,BOEING,02/11/2002,757-324,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
3182,N75858,Corporation,BOEING,03/22/2004,757-324,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2004
3183,N75861,Corporation,BOEING,08/09/2001,757-33N,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3184,N758EV,Corporation,BOMBARDIER INC,04/29/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3185,N758NW,Corporation,MCDONNELL DOUGLAS,05/03/1996,DC-9-41,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
3186,N758SK,Corporation,BOMBARDIER INC,10/19/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3187,N758SW,Corporation,BOEING,12/09/1999,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3188,N758US,Corporation,AIRBUS INDUSTRIE,11/21/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3189,N75992,Corporation,BOMBARDIER INC,03/25/2003,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3190,N75993,Corporation,BOMBARDIER INC,04/28/2003,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3191,N75994,Corporation,BOMBARDIER INC,04/18/2003,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3192,N75995,Corporation,BOMBARDIER INC,05/06/2003,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3193,N75996,Corporation,BOMBARDIER INC,05/09/2003,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3194,N75998,Corporation,BOMBARDIER INC,04/08/2003,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3195,N759EV,Corporation,BOMBARDIER INC,05/06/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3196,N759GS,Corporation,BOEING,01/31/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3197,N759NW,Corporation,MCDONNELL DOUGLAS,06/28/1996,DC-9-41,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
3198,N76010,Corporation,BOEING,05/28/1999,777-224,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3199,N76054,Corporation,BOEING,12/05/2000,767-424ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3200,N76055,Corporation,BOEING,02/22/2001,767-424ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3201,N76062,Corporation,BOEING,03/25/2002,767-424ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
3202,N76064,Corporation,BOEING,04/18/2002,767-424ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
3203,N76065,Corporation,BOEING,05/02/2002,767-424ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
3204,N760AS,Corporation,BOEING,04/01/1996,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
3205,N760EV,Corporation,BOMBARDIER INC,05/20/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3206,N760NC,Corporation,MCDONNELL DOUGLAS,01/06/1987,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1976
3207,N760NW,Corporation,MCDONNELL DOUGLAS,06/28/1996,DC-9-41,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
3208,N760SK,Corporation,BOMBARDIER INC,09/28/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3209,N760SW,Corporation,BOEING,03/16/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3210,N760US,Corporation,AIRBUS INDUSTRIE,11/20/2000,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3211,N76151,Corporation,BOEING,11/14/2000,767-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3212,N76153,Corporation,BOEING,12/15/2000,767-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3213,N76156,Corporation,BOEING,02/16/2001,767-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3214,N761NC,Corporation,MCDONNELL DOUGLAS,12/29/1986,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1976
3215,N761RR,Corporation,BOEING,04/25/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3216,N76254,Corporation,BOEING,09/28/2000,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3217,N76265,Corporation,BOEING,08/28/2001,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3218,N76269,Corporation,BOEING,10/15/2001,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3219,N76288,Corporation,BOEING,06/09/2004,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3220,N762AS,Corporation,BOEING,12/24/1998,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
3221,N762NC,Corporation,MCDONNELL DOUGLAS,12/16/1986,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1976
3222,N762NW,Corporation,MCDONNELL DOUGLAS,05/03/1996,DC-9-41,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1969
3223,N762SK,Corporation,BOMBARDIER INC,12/06/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3224,N762SW,Corporation,BOEING,05/18/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3225,N762US,Corporation,AIRBUS INDUSTRIE,08/07/2007,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3226,N76354,Corporation,BOEING,12/30/1999,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
3227,N76355,Corporation,BOEING,10/08/1998,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
3228,N763AS,Corporation,BOEING,12/17/1997,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
3229,N763NW,Corporation,MCDONNELL DOUGLAS,07/01/1996,DC-9-41,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1969
3230,N763SK,Corporation,BOMBARDIER INC,12/08/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3231,N763SW,Corporation,BOEING,05/24/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3232,N763US,Corporation,AIRBUS INDUSTRIE,08/08/2007,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3233,N764AS,Corporation,BOEING,09/29/1999,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
3234,N764NC,Corporation,MCDONNELL DOUGLAS,12/22/1986,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1976
3235,N764SK,Corporation,BOMBARDIER INC,12/08/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3236,N764SW,Corporation,BOEING,05/24/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3237,N764US,Corporation,AIRBUS INDUSTRIE,11/29/2007,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3238,N76502,Corporation,BOEING,08/14/2006,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3239,N76504,Corporation,BOEING,08/30/2006,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3240,N76508,Corporation,BOEING,02/13/2008,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
3241,N765AS,Corporation,BOEING,09/29/1999,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
3242,N765NC,Corporation,MCDONNELL DOUGLAS,12/22/1986,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1976
3243,N765SK,Corporation,BOMBARDIER INC,12/06/2005,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3244,N765SW,Corporation,BOEING,04/25/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3245,N765US,Corporation,AIRBUS INDUSTRIE,08/07/2007,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3246,N766NC,Corporation,MCDONNELL DOUGLAS,12/22/1986,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1977
3247,N766SK,Corporation,BOMBARDIER INC,07/28/2006,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3248,N766SW,Corporation,BOEING,06/23/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3249,N766US,Corporation,AIRBUS INDUSTRIE,11/15/2007,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3250,N767AS,Corporation,BOEING,09/09/1992,737-490,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
3251,N767NC,Corporation,MCDONNELL DOUGLAS,12/22/1986,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1977
3252,N767SK,Corporation,BOMBARDIER INC,07/28/2006,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3253,N767UW,Corporation,AIRBUS INDUSTRIE,08/09/2007,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3254,N768AS,Corporation,BOEING,09/10/1992,737-490,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
3255,N768NC,Corporation,MCDONNELL DOUGLAS,12/22/1986,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1977
3256,N768SK,Corporation,BOMBARDIER INC,07/31/2006,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3257,N768SW,Corporation,BOEING,07/21/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3258,N768UA,Corporation,BOEING,06/27/1995,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
3259,N768US,Corporation,AIRBUS INDUSTRIE,08/15/2007,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3260,N769AS,Corporation,BOEING,05/28/1997,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
3261,N769NC,Corporation,MCDONNELL DOUGLAS,12/22/1986,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1978
3262,N769SW,Corporation,BOEING,08/02/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3263,N769UA,Corporation,BOEING,06/30/1995,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
3264,N769US,Corporation,AIRBUS INDUSTRIE,11/15/2007,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3265,N77006,Corporation,BOEING,12/09/1998,777-224,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3266,N77014,Corporation,BOEING,10/22/1999,777-224,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3267,N77019,Corporation,BOEING,03/22/2007,777-224,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
3268,N77066,Corporation,BOEING,06/03/2002,767-424ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
3269,N770NC,Corporation,MCDONNELL DOUGLAS,12/22/1986,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1978
3270,N770SA,Corporation,BOEING,08/02/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3271,N770SK,Corporation,BOMBARDIER INC,01/29/2007,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3272,N770UW,Corporation,AIRBUS INDUSTRIE,12/12/2007,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3273,N77181,Corporation,CANADAIR,10/03/1997,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
3274,N77195,Corporation,CANADAIR,02/26/1998,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
3275,N771AS,Corporation,BOEING,11/24/1997,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
3276,N771NC,Corporation,MCDONNELL DOUGLAS,12/22/1986,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1978
3277,N771SA,Corporation,BOEING,08/25/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3278,N771SK,Corporation,BOMBARDIER INC,01/29/2007,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3279,N771UA,Corporation,BOEING,11/28/1995,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
3280,N77258,Corporation,BOEING,11/16/2000,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3281,N77260,Corporation,BOMBARDIER INC,12/28/1999,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3282,N77261,Corporation,BOEING,07/23/2001,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3283,N77278,Corporation,BOMBARDIER INC,12/27/1999,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
